Title,Date,Link,Authors,Affiliations
An Enhanced Generative Adversarial Network Model for Fingerprint Presentation Attack Detection,"12 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01861-7,"Ashutosh Anshul, Ashwini Jha, Prayag Jain, Anuj Rai, Ram Prakash Sharma, Somnath Dey","Computer Science and Engineering, Indian Institute of Technology Indore, Indore, Simrol, Madhya Pradesh, 453552, India, Department, The LNM Institute of Information Technology, Jaipur, Sumel, Rajasthan, 302031, India"
Imprecise Probabilistic Model Checking for Stochastic Multi-agent Systems,"12 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01817-x,"Alberto Termine, Alessandro Antonucci, Giuseppe Primiero, Alessandro Facchini","Logic Uncertainty Information and Computation (LUCI) lab, Department of Philosophy “Piero Martinetti”, University of Milan, Via Festa del Perdono, 7, 20122, Milan, Lombardy, Italy, Dalle Molle Institute for Artificial Intelligence Research (IDSIA USI-SUPSI), Polo universitario Lugano, Campus Est, Via la Santa, 1, Lugano-Viganello, 6962, Lugano, Ticino, Switzerland"
Backward Pattern Matching on Elastic-Degenerate Strings,"12 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01760-x,"Petr Procházka, Ondřej Cvacho, Luboš Krčál, Jan Holub","Department of Theoretical Computer Science, Faculty of Information Technology, Czech Technical University in Prague, Thákurova 2700/9, Prague 6, Czech Republic"
An Exploration into Human–Computer Interaction: Hand Gesture Recognition Management in a Challenging Environment,"12 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01751-y,"Victor Chang, Rahman Olamide Eniola, Lewis Golightly, Qianwen Ariel Xu","Aston University, Aston St, Birmingham, B4 7ET, UK, Teesside University, Campus Heart, Southfield Rd, Middlesbrough, TS1 3BX, UK"
Protecting Data and Queries in Cloud-Based Scenarios,"10 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01862-6,"Sabrina De Capitani di Vimercati, Sara Foresti, Pierangela Samarati","Computer Science Department, Università degli Studi di Milano, Via Celoria 18, 20133, Milan, Italy"
A Survey on Intrusion Detection and Prevention Systems,"10 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01926-7,"Neha Gupta, Vinita Jindal, Punam Bedi","Department of Computer Science, University of Delhi, Delhi, India, Department of Computer Science, Keshav Mahavidyalaya, University of Delhi, Delhi, India"
Reliability Estimation and Optimization of a Smart Meter Architecture Using a Monte Carlo Simulation,"10 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01917-8,"Tobias Altenburg, Daniel Staegemann, Matthias Volk, Klaus Turowski","Very Large Business Applications Lab, Faculty of Computer Science, Otto-von-Guericke University Magdeburg, Magdeburg, Germany"
EEG Datasets in Machine Learning Applications of Epilepsy Diagnosis and Seizure Detection,"10 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01958-z,"Palak Handa, Monika Mathur, Nidhi Goel","Department of ECE, DTU, Delhi, India, Department of ECE, IGDTUW, Delhi, India"
Properties and Characteristics of Digital Twins: Review of Industrial Definitions,"09 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01937-4,"Lukas Schweiger, Linard Barth","School of Engineering, Zurich University of Applied Sciences, Technikumstrasse 81, Winterthur, 8401, Zurich, Switzerland, Faculty of Business and Economics, Mendel University, Zemědělská 1665/1, Brno, 613 00, Czech Republic, School of Management and Law, Zurich University of Applied Sciences, Theaterstrasse 17, Winterthur, 8401, Zurich, Switzerland, Department of Industrial Engineering, University of Florence, Viale Morgagni 40, Firenze, 50139, Tuscany, Italy"
MC-NN: An End-to-End Multi-Channel Neural Network Approach for Predicting Influenza A Virus Hosts and Antigenic Types,"08 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01839-5,"Yanhua Xu, Dominik Wojtczak","Department of Computer Science, University of Liverpool, Liverpool, Merseyside, L69 3BX, UK"
Human-Centric Multimodal Machine Learning: Recent Advances and Testbed on AI-Based Recruitment,"07 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01733-0,"Alejandro Peña, Ignacio Serna, Aythami Morales, Julian Fierrez, Alfonso Ortega, Ainhoa Herrarte, Manuel Alcantara, Javier Ortega-Garcia","Universidad Autónoma de Madrid, 28049, Madrid, Spain"
Explaining Eye Diseases Detected by Machine Learning Using SHAP: A Case Study of Diabetic Retinopathy and Choroidal Nevus,"07 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01859-1,"Esmaeil Shakeri, Trafford Crump, Ezekiel Weis, Emad Mohammed, Roberto Souza, Behrouz Far","Department of Electrical and Software Engineering, University of Calgary, Calgary, Canada, Cumming School of Medicine, University of Calgary, Calgary, Canada, Department of Engineering, Faculty of Science, Thompson Rivers University, Kamloops, Canada"
"Bibo the Moving Cup for People Affected by Dementia: Design, Ethical Considerations, and First Observations in Use","07 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01858-2,"Avgi Kollakidou, Kevin Lefeuvre, Christian Sønderskov Zarp-Falden, Elodie Malbois, Leon Bodenhagen, Norbert Krüger, Eva Hornecker","SDU Robotics, Mærsk Mckinney Møller Institute, University of Southern Denmark, Campusvej 55, 5230, Odense, Denmark, Human–Computer-Interaction group, Faculty of Media, Bauhaus-Universität Weimar, Bauhausstr. 11, 99423, Weimar, Germany, Danish Institute for Advanced Study, University of Southern Denmark, Fioniavej 34, 5230, Odense Denmark, Denmark"
Ethereum’s Blockchain Network Mechanism for High-Performance Authentication and Efficient Block Creation,"07 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01889-9,"Deepika Kamboj, Minakshi Chauhan, Kamal Kumar Gola","KIET Group of Institutions, Delhi-NCR, Ghaziabad, India, COER University, Roorkee, Uttarakhand, India"
Design and Implementation of Enhanced Security Algorithm for Hybrid Cloud using Kerberos,"07 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01807-z,"Shiv Kumar Tiwari, Subhrendu Guha Neogi","Amity School of Engineering and Technology, Amity University Madhya Pradesh, Gwalior, Madhya Pradesh, India"
Grasp Pose Estimation for Pick and Place of Frozen Blood Bags Based on Point Cloud Processing and Deep Learning Strategies Using Vacuum Grippers,"07 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01927-6,"Muhammad Zain Bashir, Jaeseok Kim, Olivia Nocentini, Filippo Cavallo","Department of Industrial Engineering, University of Florence, Via di Santa Marta 3, Florence, 50139, Tuscany, Italy, Biorobotics Institute, Scuola Superiore Sant’Anna Pisa, Viale Rinaldo Piaggio 34, Pontedera (PI), 56025, Tuscany, Italy"
A Semi-automated Approach for Bengali Neologism,"07 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01866-2,Apurbalal Senapati,"Department of CSE, Central Institute of Technology, BTAD, Kokrajhar, Assam, 783370, India"
Multilevel Colonoscopy Histopathology Image Segmentation Using Particle Swarm Optimization Techniques,"07 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01915-w,"Anusree Kanadath, J. Angel Arul Jothi, Siddhaling Urolagin","Department of Computer Science, Birla Institute of Science and Technology Pilani, Dubai Campus, Dubai International Academic City, Dubai, 345055, United Arab Emirates"
Identifying Application Areas for Machine Learning in the Retail Sector,"07 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01888-w,"Clemens Brackmann, Marek Hütsch, Tobias Wulfert","Universitätsstraße 2, 45141, Essen, Germany"
Data Preparation: A Technological Perspective and Review,"02 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01828-8,"Alvaro A. A. Fernandes, Martin Koehler, Nikolaos Konstantinou, Pavel Pankin, Norman W. Paton, Rizos Sakellariou","Department of Computer Science, University of Manchester, Manchester, M13 9PL, UK"
Spatial-Spectral Deep Residual Network for Hyperspectral Image Super-Resolution,"02 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01868-0,"WeiFa Zheng, ZiXin Xie","Center of Campus Network and Educational Technology, Guangdong University of Finance and Economics, Guangzhou, 510000, China, The Department of Electronic Engineering, Shantou University, Shantou, 515063, China"
Market-Based Stock Allocation Using a Hybrid Regression Model,"01 June 2023
",https://link.springer.com/article/10.1007/s42979-023-01883-1,"Sanjay Chakraborty, Animesh Kairi, Nilanjana Dutta Roy, Saikat Maity, Saroj Kumar Pandey, Indrajit De","CSE Department, Techno International New Town, Kolkata, India, Institute of Engineering and Management, Kolkata, India, CSE Department, Sister Nivedita University, Kolkata, India, Department of Computer Engineering and Applications, GLA University, Mathura, India"
Robust Cross-Silo Federated Fraudulent Transaction Detection in Banks Using Epsilon Cluster Selection,"26 May 2023
",https://link.springer.com/article/10.1007/s42979-023-01873-3,"Delton Myalil, M. A. Rajan, Manoj Apte, Sachin Lodha","TCS Research, Tata Consultancy Services, Bengaluru, India"
Multimodal Recipe Recommendation System Using Deep Learning and Rule-Based Approach,"26 May 2023
",https://link.springer.com/article/10.1007/s42979-023-01870-6,"Abdullah Faiz Ur Rahman Khilji, Utkarsh Sinha, Pintu Singh, Adnan Ali, Pankaj Dadure, Riyanka Manna, Partha Pakray","Department of Computer Science and Engineering, National Institute of Technology Silchar, Assam, India, University of Petroleum and Energy Studies, Dehradun, India, Jadavpur University, Kolkata, India"
Forwarding Neighbor Based Sink Reputed Trust Based Intrusion Detection System to Mitigate Selective Forwarding Attack in RPL for IoT Networks,"26 May 2023
",https://link.springer.com/article/10.1007/s42979-023-01841-x,"Bimal Patel, Jalpesh Vasa, Parth Shah","Smt. K. D. Patel Department of Information Technology, CSPIT, Charotar University of Science and Technology (CHARUSAT), Changa, Gujarat, India"
An Improved Data Compression Framework for Wireless Sensor Networks Using Stacked Convolutional Autoencoder (S-CAE),"24 May 2023
",https://link.springer.com/article/10.1007/s42979-023-01845-7,"Lithin Kumble, Kiran Kumari Patil","School of C& IT, REVA University, Bengaluru, Karnataka, 560064, India, School of CSE, REVA University, Bengaluru, Karnataka, 560064, India"
Correction: Electrocardiogram Analysis Using Discrete Wavelet Transform for Anomalies Detection,"24 May 2023
",https://link.springer.com/article/10.1007/s42979-023-01930-x,"Taissir Fekih Romdhane, Ridha Ouni","LIPSIC-FST, Computer Science Department, Faculty of Sciences, UTM, Tunis, Tunisia, College of Computer and Information Sciences, KSU, Riyadh, Kingdom of Saudi Arabia"
A Validated Performance Model for Micro-services Placement in Fog Systems,"24 May 2023
",https://link.springer.com/article/10.1007/s42979-023-01847-5,"Claudia Canali, Giuseppe Di Modica, Riccardo Lancellotti, Stefano Rossi, Domenico Scotece","Department of Engineering “Enzo Ferrari”, University of Modena and Reggio Emilia, Modena, Italy, Department of Engineering and Computer Science, University of Bologna, Bologna, Italy"
Dynamic Optimization of Role Concepts for Role-Based Access Control Using Evolutionary Algorithms,"24 May 2023
",https://link.springer.com/article/10.1007/s42979-023-01805-1,"Simon Anderer, Tobias Kempter, Bernd Scheuermann, Sanaz Mostaghim","Faculty of Management Science and Engineering, Hochschule Karlsruhe, Moltkestrasse 30, 76133, Karlsruhe, Germany, Institute for Intelligent Cooperating Systems, Otto-von-Guericke Universität, Universitätsplatz 2, 39106, Magdeburg, Germany"
Novel Framework for Improving the Correctness of Reference Answers to Enhance Results of ASAG Systems,"24 May 2023
",https://link.springer.com/article/10.1007/s42979-023-01682-8,"T. R. Akila Devi, K. Javubar Sathick, A. Abdul Azeez Khan, L. Arun Raj","CSE Department, B. S. Abdur Rahman Crescent Institute of Science and Technology, Chennai, India, CA Department, B. S. Abdur Rahman Crescent Institute of Science and Technology, Chennai, India"
Vision Transformers for Lung Segmentation on CXR Images,"24 May 2023
",https://link.springer.com/article/10.1007/s42979-023-01848-4,"Rafik Ghali, Moulay A. Akhloufi","Perception, Robotics, and Intelligent Machines (PRIME), Department of Computer Science, Université de Moncton, Moncton, NB, E1A 3E9, Canada"
Clustering Based BMI Indexing for Child Disease Prone-Probability Prediction,"24 May 2023
",https://link.springer.com/article/10.1007/s42979-023-01823-z,"Meena Moharana, Manjusha Pandey, Siddharth Swarup Rautaray","School of Computer Science Engineering, KIIT University (DU), Campus-14, Khurda(O), Bhubaneswar, 751024, India"
An Algorithm for Container Lead Sealing Detection,"22 May 2023
",https://link.springer.com/article/10.1007/s42979-023-01800-6,"Runxing Cao, Qing Liu, Gang Zhang","School of Automation Wuhan University of Technology, Wuhan, 430070, China"
Parameter-Free Auto-Weighted Possibilistic Fuzzy C-Means Clustering with Kernel Metric and Robust Algorithm,"22 May 2023
",https://link.springer.com/article/10.1007/s42979-023-01824-y,"Chengmao Wu, Xialu Zhang, Shuai Yan","School of Electronic Engineering, Xi’an University of Posts and Telecommunications, Xi’an, 710121, People’s Republic of China"
FPGA Implementation of a Chaotic Pseudo-random Numbers Generator,"22 May 2023
",https://link.springer.com/article/10.1007/s42979-023-01837-7,"N. W. Abderrahim, F. Z. Benmansour, O. Seddiki","Tlemcen Telecommunications Laboratory (LTT), Faculty of Technology, Abou Bekr Belkaid University, BP 230, Tlemcen, 13000, Algeria"
Effect of Online Training Price and Price Perception on Quality and Benefit Perception in France,"19 May 2023
",https://link.springer.com/article/10.1007/s42979-023-01856-4,"Jean-Christophe Sakdavong, Hélène Larrieu, Annabel Levert, Laurent Dedieu, Gail Tidey","CLLE CNRS UMR 5263, University of Toulouse, 5 allée Antonio Machado, Toulouse, France, My Green Training Box, 3 rue de la Boucherie, Nailloux, France"
